PROD_DATE,WELL_NAME,ON_STREAM_HRS,BOTTOMHOLE_FLOWING_PRESSURE (PSI),DOWNHOLE_TEMPERATURE (deg F),ANNULUS_PRESS (PSI),CHOKE_SIZE (%),WELL_HEAD_PRESSURE (PSI),WELL_HEAD_TEMPERATURE (deg F),CUMULATIVE_OIL_PROD (STB),CUMULATIVE_FORMATION_GAS_PROD (MSCF),CUMULATIVE_TOTAL_GAS_PROD (MSCF),CUMULATIVE_WATER_PROD (BBL)
02-Jun-12,Well_#11,24,"2,438",148.79,854.091,100,142.741,78.416,"129,402","146,840","190,892","51,335"
03-Jun-12,Well_#11,24,"2,428",136.319,852.236,100,143.421,78.518,"129,913","147,446","191,679","51,574"
04-Jun-12,Well_#11,24,"2,468",148.913,850.472,100,142.128,78.875,"130,430","148,060","192,478","51,811"
05-Jun-12,Well_#11,24,"2,421",150.439,860.017,100,142.364,78.988,"130,956","148,674","193,276","52,050"
06-Jun-12,Well_#11,24,"2,458",138.731,853.107,100,143.471,78.64,"131,483","149,290","194,077","52,293"
07-Jun-12,Well_#11,24,"2,391",144.535,853.082,100,142.904,78.815,"132,011","149,910","194,883","52,534"
08-Jun-12,Well_#11,24,"2,386",143.486,852.413,100,143.005,78.778,"132,536","150,504","195,656","52,777"
09-Jun-12,Well_#11,21.76,"2,439",140.052,856.296,100,141.874,78.994,"133,009","151,039","196,351","52,996"
10-Jun-12,Well_#11,0,"2,401",139.198,317.742,37.8329,0.356,34.936,"133,009","151,039","196,351","52,996"
11-Jun-12,Well_#11,0,"2,419",146.757,208.492,11.98073,0.565,22.834,"133,009","151,039","196,351","52,996"
12-Jun-12,Well_#11,12.67,"2,441",143.666,696.78,58.77344,136.509,76.958,"133,187","151,237","196,609","53,105"
13-Jun-12,Well_#11,0,"2,395",143.787,226.88,1.24451,0.479,27.753,"133,187","151,237","196,609","53,105"
14-Jun-12,Well_#11,9.41,"2,437",143.029,696.159,62.41446,140.188,76.557,"133,331","151,406","196,828","53,201"
15-Jun-12,Well_#11,24,"2,405",140.843,817.146,99.87024,139.407,78.409,"133,824","151,957","197,544","53,447"
16-Jun-12,Well_#11,24,"2,434",142.081,845.029,99.9243,142.683,78.006,"134,318","152,536","198,296","53,690"
17-Jun-12,Well_#11,24,"2,377",142.707,853.584,99.99991,141.711,78.623,"134,824","153,113","199,047","53,932"
18-Jun-12,Well_#11,24,"2,372",148.545,855.724,99.98328,141.815,78.402,"135,342","153,691","199,798","54,176"
19-Jun-12,Well_#11,24,"2,406",144.906,856.935,100,142.514,78.298,"135,862","154,292","200,579","54,423"
20-Jun-12,Well_#11,24,"2,390",147.596,862.969,100,142.422,78.343,"136,387","154,892","201,359","54,682"
21-Jun-12,Well_#11,24,"2,374",144.411,861.963,100,142.039,78.412,"136,922","155,478","202,121","54,952"
22-Jun-12,Well_#11,5.34,"2,375",141.47,858.636,24.92335,151.801,78.274,"136,960","155,524","202,181","54,974"
23-Jun-12,Well_#11,8.49,"2,394",140.482,800.086,59.65518,138.769,78.494,"137,100","155,687","202,393","55,056"
24-Jun-12,Well_#11,24,"2,395",145.331,846.605,100,140.409,78.649,"137,612","156,255","203,132","55,303"
25-Jun-12,Well_#11,23.75,"2,380",143.805,851.035,93.27726,146.91,78.227,"138,096","156,801","203,841","55,538"
26-Jun-12,Well_#11,24,"2,414",143.158,859.278,99.9379,141.4,78.803,"138,616","157,390","204,608","55,792"
27-Jun-12,Well_#11,21.5,"2,435",140.56,837.6,84.49579,146.055,77.921,"139,020","157,866","205,225","55,994"
28-Jun-12,Well_#11,24,"2,386",143.773,871.01,99.93914,141.923,78.991,"139,544","158,452","205,988","56,233"
29-Jun-12,Well_#11,24,"2,428",138.501,867.365,99.97077,144.77,78.952,"140,060","159,041","206,753","56,469"
30-Jun-12,Well_#11,24,"2,449",146.928,863.721,99.96926,147.094,78.627,"140,578","159,629","207,517","56,700"
01-Jul-12,Well_#11,24,"2,425",141.4,867.19,99.97929,142.37,78.82,"141,159","160,272","208,353","56,949"
02-Jul-12,Well_#11,24,"2,459",141.866,871.85,99.9965,142.58,78.905,"141,735","160,918","209,194","57,193"
03-Jul-12,Well_#11,24,"2,416",146.397,871.476,99.99945,142.54,78.852,"142,308","161,560","210,028","57,431"
04-Jul-12,Well_#11,24,"2,387",146.251,871.322,99.9994,142.207,79.094,"142,880","162,200","210,860","57,676"
05-Jul-12,Well_#11,24,"2,395",150.367,864.648,99.9568,142.352,79.001,"143,448","162,835","211,686","57,927"
06-Jul-12,Well_#11,24,"2,393",143.133,866.284,99.98671,142.291,79.016,"144,017","163,472","212,514","58,188"
07-Jul-12,Well_#11,24,"2,378",141.713,865.202,99.95945,142.248,78.947,"144,584","164,105","213,336","58,452"
08-Jul-12,Well_#11,2.18,"2,366",141.525,862.082,10.28019,151.732,78.684,"144,616","164,147","213,392","58,472"
09-Jul-12,Well_#11,0,"2,381",137.033,223.219,1.29181,2.343,25.662,"144,616","164,147","213,392","58,472"
10-Jul-12,Well_#11,6.5,"2,401",145.251,474.735,7.8062,154.53,70.498,"144,621","164,154","213,400","58,476"
11-Jul-12,Well_#11,24,"2,403",144.734,731.287,41.03796,197.503,75.42,"144,838","164,378","213,691","58,613"
12-Jul-12,Well_#11,24,"2,369",140.328,761.157,35.93376,221.014,75.264,"145,055","164,599","213,978","58,722"
13-Jul-12,Well_#11,24,"2,399",136.597,828.287,80.54557,159.773,78.131,"145,492","165,057","214,574","58,943"
14-Jul-12,Well_#11,0.84,"2,432",138.406,846.007,3.24963,139.641,77.817,"145,507","165,073","214,595","58,954"
15-Jul-12,Well_#11,4,"2,407",145.008,523.793,6.77548,142.389,72.412,"145,573","165,142","214,685","58,994"
16-Jul-12,Well_#11,24,"2,394",146.347,784.438,99.2543,138.061,78.039,"146,121","165,712","215,426","59,269"
17-Jul-12,Well_#11,4.68,"2,399",140.192,844.689,19.97482,143.509,78.636,"146,180","165,775","215,508","59,298"
18-Jul-12,Well_#11,0,"2,455",140.337,215.495,0,9.143,27.069,"146,180","165,775","215,508","59,298"
19-Jul-12,Well_#11,0,"2,435",147.184,175.946,0,8.702,24.444,"146,180","165,775","215,508","59,298"
20-Jul-12,Well_#11,15.98,"2,431",141.912,615.322,55.94089,147.427,71.276,"146,493","166,100","215,930","59,463"
21-Jul-12,Well_#11,24,"2,382",140.871,823.967,97.85351,140.693,77.893,"147,014","166,643","216,636","59,728"
22-Jul-12,Well_#11,24,"2,368",148.874,854.62,97.84729,140.396,78.448,"147,548","167,200","217,359","59,996"
23-Jul-12,Well_#11,24,"2,389",148.584,867.41,99.99822,139.472,78.949,"148,088","167,760","218,088","60,264"
24-Jul-12,Well_#11,24,"2,360",143.482,885.337,100,139.397,79.207,"148,636","168,326","218,823","60,532"
25-Jul-12,Well_#11,24,"2,391",148.559,887.774,100,139.572,79.235,"149,180","168,889","219,556","60,803"
26-Jul-12,Well_#11,24,"2,435",143.241,886.547,100,140.37,79.005,"149,720","169,451","220,286","61,073"
27-Jul-12,Well_#11,24,"2,406",137.363,885.8,100,140.114,79.154,"150,260","170,015","221,020","61,344"
28-Jul-12,Well_#11,24,"2,398",142.888,891.231,99.94517,142.121,79.066,"150,792","170,572","221,744","61,611"
29-Jul-12,Well_#11,24,"2,423",142.121,890.677,99.99214,142.232,79.172,"151,319","171,129","222,467","61,880"
30-Jul-12,Well_#11,24,"2,378",147.925,884.023,99.97591,140.979,79.086,"151,851","171,687","223,194","62,147"
31-Jul-12,Well_#11,24,"2,427",144.551,892.397,99.95802,140.653,79.161,"152,385","172,246","223,920","62,413"
01-Aug-12,Well_#11,24,"2,442",147.639,886.563,99.88378,142.062,78.66,"152,915","172,803","224,644","62,679"
02-Aug-12,Well_#11,24,"2,412",145.341,889.183,99.97388,141.12,78.865,"153,455","173,366","225,375","62,946"
03-Aug-12,Well_#11,24,"2,376",139.461,882.829,99.90317,142.244,78.338,"153,987","173,922","226,099","63,215"
04-Aug-12,Well_#11,24,"2,433",139.585,880.991,100,142.075,78.181,"154,521","174,482","226,827","63,482"
05-Aug-12,Well_#11,24,"2,390",137.025,885.15,100,141.298,78.812,"155,073","175,059","227,577","63,749"
06-Aug-12,Well_#11,24,"2,415",138.169,889.433,100,141.51,78.84,"155,618","175,632","228,321","64,016"
07-Aug-12,Well_#11,24,"2,404",148.919,889.587,100,141.332,78.968,"156,153","176,193","229,051","64,275"
08-Aug-12,Well_#11,24,"2,360",149.98,886.455,97.91667,141.397,78.757,"156,681","176,746","229,770","64,544"
09-Aug-12,Well_#11,24,"2,429",149.184,881.406,100,141.052,78.852,"157,211","177,306","230,497","64,802"
10-Aug-12,Well_#11,24,"2,424",145.006,877.622,100,141.449,78.403,"157,739","177,865","231,224","65,068"
11-Aug-12,Well_#11,24,"2,360",141.837,880.762,100,141.005,78.738,"158,265","178,419","231,944","65,334"
12-Aug-12,Well_#11,24,"2,438",137.8,883.477,100,141.432,78.998,"158,787","178,968","232,659","65,600"
13-Aug-12,Well_#11,24,"2,360",137.082,879.766,100,142.066,78.612,"159,352","179,576","233,449","65,865"
14-Aug-12,Well_#11,24,"2,439",145.234,882.875,99.99811,140.403,79.178,"159,840","180,177","234,230","66,143"
15-Aug-12,Well_#11,24,"2,388",143.364,882.06,99.98839,140.897,79.028,"160,330","180,784","235,019","66,410"
16-Aug-12,Well_#11,24,"2,399",149.094,881.08,99.99002,141.823,78.772,"160,827","181,396","235,814","66,680"
17-Aug-12,Well_#11,24,"2,436",144.116,871.235,99.98257,140.411,78.899,"161,327","182,011","236,615","66,948"
18-Aug-12,Well_#11,24,"2,363",140.132,868.595,99.97197,140.899,78.79,"161,828","182,629","237,418","67,211"
19-Aug-12,Well_#11,24,"2,416",138.619,868.856,99.99805,141.937,78.944,"162,349","183,261","238,239","67,473"
20-Aug-12,Well_#11,24,"2,355",146.672,877.999,99.9898,141.972,78.933,"162,873","183,824","238,971","67,731"
21-Aug-12,Well_#11,24,"2,373",138.136,873.592,99.99532,142.742,78.428,"163,401","184,392","239,709","68,000"
22-Aug-12,Well_#11,24,"2,443",145.796,861.563,76.87701,163.266,78.064,"163,816","184,834","240,284","68,221"
23-Aug-12,Well_#11,24,"2,427",150.065,832.456,45.57708,193.095,77.608,"164,076","185,108","240,641","68,378"
24-Aug-12,Well_#11,24,"2,410",138.569,835.061,45.54437,193.121,77.545,"164,335","185,381","240,995","68,536"
25-Aug-12,Well_#11,24,"2,354",147.021,838.87,45.54834,192.236,77.821,"164,592","185,651","241,346","68,694"
26-Aug-12,Well_#11,24,"2,383",144.242,834.62,45.56906,191.639,77.851,"164,851","185,924","241,701","68,851"
27-Aug-12,Well_#11,24,"2,378",148.526,823.294,45.52936,191.27,77.515,"165,105","186,190","242,047","69,008"
28-Aug-12,Well_#11,24,"2,436",143.42,826.952,45.56349,190.564,77.648,"165,355","186,454","242,390","69,165"
29-Aug-12,Well_#11,18.64,"2,395",138.439,832.968,35.86533,189.866,77.463,"165,560","186,674","242,677","69,288"
30-Aug-12,Well_#11,0,"2,424",149.321,287.501,2.23454,3.156,28.956,"165,560","186,674","242,677","69,288"
31-Aug-12,Well_#11,7,"2,380",137.102,390.636,10.68589,185.644,55.16,"165,598","186,712","242,726","69,339"
01-Sep-12,Well_#11,24,"2,355",146.827,780.108,93.94878,135.601,77.02,"166,033","187,172","243,323","69,602"
02-Sep-12,Well_#11,22.5,"2,427",145.648,787.913,80.40094,150.409,74.436,"166,430","187,594","243,873","69,811"
03-Sep-12,Well_#11,24,"2,436",144.409,847.365,99.32948,138.766,77.823,"166,924","188,121","244,558","70,059"
04-Sep-12,Well_#11,10.64,"2,382",142.031,860.539,43.78453,140.382,78.44,"167,122","188,337","244,838","70,161"
05-Sep-12,Well_#11,16.31,"2,414",140.859,763.09,54.95259,132.558,76.735,"167,307","188,529","245,087","70,288"
12-Aug-11,Well_#12,0,0,0,0,0,0,0,0,0,0,0
13-Aug-11,Well_#12,0,0,0,0,0,0,0,0,0,0,0
14-Aug-11,Well_#12,0,0,0,0,0,0,0,0,0,0,0
15-Aug-11,Well_#12,0,8,3.24,0,0,0,0,0,0,0,0
16-Aug-11,Well_#12,0,"1,319",76.557,0,0,0,0,0,0,0,0
17-Aug-11,Well_#12,0,"2,295",141.143,0.982,0,5.217,0,0,0,0,0
18-Aug-11,Well_#12,0,"2,303",141.36,6.22,0,7.34,14.342,0,0,0,0
19-Aug-11,Well_#12,0,"2,334",141.545,5.09,0,1.906,14.825,0,0,0,0
20-Aug-11,Well_#12,0,"2,258",141.675,5.09,0,3.58,14.937,0,0,0,0
21-Aug-11,Well_#12,0,"2,311",141.526,5.09,0,4.43,14.876,0,0,0,0
22-Aug-11,Well_#12,0,"2,297",137.808,5.09,0,18.151,15.184,0,0,0,0
23-Aug-11,Well_#12,0,"2,253",138.489,5.09,0,14.667,14.614,0,0,0,0
24-Aug-11,Well_#12,0,"2,285",140.94,5.09,0,17.589,14.789,0,0,0,0
25-Aug-11,Well_#12,0,"2,350",140.191,0,0,53.409,15.049,0,0,0,0
26-Aug-11,Well_#12,0,"2,360",139.629,0,0,17.448,14.865,0,0,0,0
27-Aug-11,Well_#12,0,"2,349",149.111,0,0,80.615,21.563,0,0,0,0
28-Aug-11,Well_#12,0,"2,361",144.252,0,0,32.66,17.068,0,0,0,0
29-Aug-11,Well_#12,24,"2,301",154.939,0,21.05299,151.072,52.382,434,303,303,2
30-Aug-11,Well_#12,5.57,"2,260",156.027,0,27.22346,149.397,71.115,582,409,409,3
31-Aug-11,Well_#12,24,"2,249",155.951,0,27.27795,147.975,67.591,"1,215",858,858,6
01-Sep-11,Well_#12,24,"2,218",156.316,0,30.65055,143.488,73.782,"1,973","1,395","1,395",10
02-Sep-11,Well_#12,24,"2,199",156.509,0,32.56254,140.378,78.035,"2,795","1,965","1,965",14
03-Sep-11,Well_#12,24,"2,218",156.501,0,30.05159,144.334,75.75,"3,490","2,457","2,457",19
04-Sep-11,Well_#12,24,"2,218",156.531,0,30.08393,144.224,75.335,"4,183","2,962","2,962",23
05-Sep-11,Well_#12,24,"2,218",156.568,0,30.11795,144.159,75.617,"4,881","3,453","3,453",26
06-Sep-11,Well_#12,24,"2,220",156.598,0,29.83064,144.735,76.078,"5,567","3,936","3,936",29
07-Sep-11,Well_#12,24,"2,221",156.611,0,29.74821,145.029,77.017,"6,246","4,415","4,415",32
08-Sep-11,Well_#12,24,"2,222",156.644,0,29.66841,145.1,77.137,"6,933","4,899","4,899",35
09-Sep-11,Well_#12,24,"2,221",156.662,0,29.78614,144.987,76.883,"7,623","5,395","5,395",39
10-Sep-11,Well_#12,24,"2,221",156.688,0,29.72171,144.432,71.983,"8,314","5,878","5,878",42
11-Sep-11,Well_#12,24,"2,221",156.708,0,29.78664,144.656,73.848,"9,004","6,364","6,364",45
12-Sep-11,Well_#12,24,"2,222",156.704,0,29.783,144.749,74.985,"9,687","6,844","6,844",48
13-Sep-11,Well_#12,24,"2,222",156.744,0,29.80663,144.874,75.898,"10,378","7,330","7,330",51
14-Sep-11,Well_#12,24,"2,228",156.745,0,28.81352,145.961,75.369,"11,045","7,800","7,800",56
15-Sep-11,Well_#12,24,"2,178",156.917,0,35.30217,134.228,77.973,"11,934","8,423","8,423",60
16-Sep-11,Well_#12,24,"2,180",157.004,0,35.46481,134.672,77.685,"12,821","9,047","9,047",63
17-Sep-11,Well_#12,24,"2,209",156.931,0,32.30934,141.674,76.96,"13,601","9,596","9,596",66
18-Sep-11,Well_#12,24,"2,210",156.93,0,30.76135,135.06,74.146,"14,365","10,135","10,135",68
19-Sep-11,Well_#12,24,"2,209",156.944,0,32.19678,141.437,75.897,"15,143","10,682","10,682",70
20-Sep-11,Well_#12,22.5,"2,207",156.836,0,32.18583,141.279,76.065,"15,898","11,211","11,211",72
21-Sep-11,Well_#12,24,"2,208",156.966,0,32.30931,141.16,75.514,"16,682","11,761","11,761",75
22-Sep-11,Well_#12,7.79,"2,215",156.945,0,29.15268,142.478,77.05,"16,910","11,922","11,922",75
23-Sep-11,Well_#12,11.4,"2,289",155.119,0,17.48128,147.039,43.066,"17,091","12,041","12,041",76
24-Sep-11,Well_#12,24,"2,186",156.917,0,34.38381,135.965,76.168,"18,046","12,672","12,672",79
25-Sep-11,Well_#12,24,"2,161",157.052,0,36.27033,131.659,78.811,"19,084","13,363","13,363",82
26-Sep-11,Well_#12,24,"2,155",157.075,0,36.24301,131.093,79.229,"20,113","14,048","14,048",85
27-Sep-11,Well_#12,24,"2,153",157.075,0,36.02009,130.921,77.396,"21,145","14,739","14,739",88
28-Sep-11,Well_#12,24,"2,151",157.067,0,35.57455,131.399,77.916,"22,130","15,399","15,399",92
29-Sep-11,Well_#12,24,"2,155",157.027,0,34.36407,132.165,77.269,"23,049","16,059","16,059",103
30-Sep-11,Well_#12,24,"2,155",157.039,0,34.16528,133.256,78.998,"23,950","16,706","16,706",123
01-Oct-11,Well_#12,24,"2,141",157.052,0,35.46934,130.398,75.759,"24,845","17,333","17,333",138
02-Oct-11,Well_#12,24,"2,128",157.062,0,36.30399,128.217,77.232,"25,776","17,985","17,985",157
03-Oct-11,Well_#12,24,"2,121",157.061,0,36.16918,127.866,79.482,"26,692","18,649","18,649",163
04-Oct-11,Well_#12,24,"2,111",157.062,0,36.4747,126.559,80.007,"27,622","19,322","19,322",166
05-Oct-11,Well_#12,24,"2,103",157.073,0,36.58263,125.502,80.074,"28,630","20,030","20,030",170
06-Oct-11,Well_#12,17.88,"2,096",157.092,0,36.32352,124.463,78.764,"29,358","20,538","20,538",173
07-Oct-11,Well_#12,0,"2,254",151.165,0,0,0,26.44,"29,358","20,538","20,538",173
08-Oct-11,Well_#12,0,"2,265",149.448,0,0,0.031,17.538,"29,358","20,538","20,538",173
09-Oct-11,Well_#12,0,"2,274",148.674,0,0,0.001,15.086,"29,358","20,538","20,538",173
10-Oct-11,Well_#12,0,"2,282",148.179,0,0,0,15.512,"29,358","20,538","20,538",173
11-Oct-11,Well_#12,0,"2,291",147.829,0,0,0,16.122,"29,358","20,538","20,538",173
12-Oct-11,Well_#12,0,"2,296",147.532,0,0,0.017,15.681,"29,358","20,538","20,538",173
13-Oct-11,Well_#12,0,"2,296",147.268,0,0,53.783,22.396,"29,358","20,538","20,538",173
14-Oct-11,Well_#12,0,"2,296",147.079,0,0,149.686,19.003,"29,358","20,538","20,538",173
15-Oct-11,Well_#12,0,"2,295",146.939,0,0,131.21,15.701,"29,358","20,538","20,538",173
16-Oct-11,Well_#12,14.83,"2,226",156.138,0,24.32842,143.46,58.451,"29,727","20,783","20,783",174
17-Oct-11,Well_#12,0,"2,300",149.267,0,0,152.505,18.113,"29,727","20,783","20,783",174
18-Oct-11,Well_#12,15.29,"2,226",156.352,0,26.2261,144.054,63.574,"30,063","21,008","21,008",175
19-Oct-11,Well_#12,24,"2,224",156.811,0,26.84607,145.974,71.788,"30,604","21,367","21,367",175
20-Oct-11,Well_#12,24,"2,225",156.869,0,27.02818,146.222,73.262,"31,151","21,730","21,730",176
21-Oct-11,Well_#12,24,"2,226",156.908,0,27.18871,145.741,70.383,"31,708","22,097","22,097",176
22-Oct-11,Well_#12,16.88,"2,230",156.923,0,26.66966,146.333,72.053,"32,069","22,336","22,336",176
23-Oct-11,Well_#12,0,"2,312",150.545,0,0,0.475,21.409,"32,069","22,336","22,336",176
24-Oct-11,Well_#12,19.46,"2,231",156.523,0,26.06243,145.309,67.99,"32,501","22,622","22,622",177
25-Oct-11,Well_#12,24,"2,226",156.921,0,27.52529,145.997,72.459,"33,070","22,855","22,855",178
26-Oct-11,Well_#12,24,"2,126",157.212,0,39.69013,123.296,77.586,"34,164","23,625","23,625",180
27-Oct-11,Well_#12,24,"2,091",157.319,0,42.01485,115.513,75.619,"35,368","24,466","24,466",184
28-Oct-11,Well_#12,24,"2,078",157.36,0,42.04636,114.328,75.814,"36,565","25,312","25,312",189
29-Oct-11,Well_#12,24,"2,059",157.378,0,44.17549,111.387,76.999,"37,796","26,177","26,177",192
30-Oct-11,Well_#12,24,"2,041",157.406,0,44.79585,109.075,78.375,"39,037","27,047","27,047",195
31-Oct-11,Well_#12,24,"2,027",157.432,0,45.06599,107.566,79.337,"40,280","27,917","27,917",199
01-Nov-11,Well_#12,24,"2,009",157.436,0,45.63054,105.421,79.974,"41,526","28,786","28,786",203
02-Nov-11,Well_#12,24,"1,985",157.448,0,46.47459,102.453,80.2,"42,777","29,655","29,655",206
03-Nov-11,Well_#12,24,"2,031",157.298,0,37.45192,114.582,75.566,"43,764","30,341","30,341",215
04-Nov-11,Well_#12,24,"2,008",157.316,0,39.33426,111.085,77.587,"44,806","31,065","31,065",218
05-Nov-11,Well_#12,24,"1,912",157.483,0,52.35206,90.78,80.738,"46,145","31,983","31,983",221
06-Nov-11,Well_#12,22.33,"1,942",157.376,0,45.46854,97.966,75.371,"47,275","32,755","32,755",224
07-Nov-11,Well_#12,22.58,"1,917",157.432,0,47.8164,94.189,78.299,"48,447","33,558","33,558",234
08-Nov-11,Well_#12,24,"1,883",157.509,0,52.37012,88.389,79.343,"49,770","34,462","34,462",244
09-Nov-11,Well_#12,24,"1,868",157.532,0,53.29001,86.783,80.584,"51,104","35,371","35,371",248
10-Nov-11,Well_#12,24,"1,876",157.504,0,50.20584,90.232,80.221,"52,324","36,251","36,251",258
11-Nov-11,Well_#12,24,"1,843",157.538,0,55.54999,83.538,80.319,"53,688","37,180","37,180",273
12-Nov-11,Well_#12,24,"1,865",157.515,0,51.46524,88.412,77.152,"54,913","38,026","38,026",295
13-Nov-11,Well_#12,24,"1,847",157.54,0,53.96016,85.122,78.514,"56,202","38,910","38,910",305
14-Nov-11,Well_#12,24,"1,830",157.548,0,55.8095,82.349,78.697,"57,555","39,829","39,829",310
15-Nov-11,Well_#12,18.17,"1,890",157.334,0,44.25606,92.781,72.755,"58,376","40,392","40,392",312
16-Nov-11,Well_#12,24,"1,832",157.545,0,54.30095,83.636,79.983,"59,706","41,298","41,298",316
17-Nov-11,Well_#12,24,"1,826",157.547,0,54.20877,83.298,79.6,"61,098","42,246","42,246",317
18-Nov-11,Well_#12,24,"1,821",157.544,0,54.3008,82.894,78.578,"62,418","43,144","43,144",318
19-Nov-11,Well_#12,24,"1,832",157.529,0,51.40325,85.99,78.234,"63,657","44,014","44,014",318
20-Nov-11,Well_#12,24,"1,813",157.538,0,54.7527,82.175,78.942,"65,012","44,934","44,934",319
21-Nov-11,Well_#12,22.17,"1,899",157.406,0,38.50298,99.837,74.519,"65,883","45,515","45,515",320
22-Nov-11,Well_#12,24,"1,870",157.469,0,43.30487,95.276,75.382,"66,939","46,235","46,235",321
23-Nov-11,Well_#12,24,"1,869",157.473,0,43.266,95.456,78.194,"67,991","46,953","46,953",323
24-Nov-11,Well_#12,24,"1,868",157.472,0,43.29566,95.454,78.623,"69,041","47,669","47,669",325
25-Nov-11,Well_#12,24,"1,868",157.478,0,43.25631,95.443,77.768,"70,093","48,388","48,388",327
26-Nov-11,Well_#12,24,"1,869",157.484,0,43.31894,95.537,77.896,"71,151","49,112","49,112",329
27-Nov-11,Well_#12,24,"1,871",157.492,0,42.79612,95.891,78.423,"72,200","49,825","49,825",331
28-Nov-11,Well_#12,24,"1,869",157.487,0,42.80377,95.643,76.868,"73,252","50,539","50,539",333
29-Nov-11,Well_#12,24,"1,870",157.494,0,42.80766,95.903,78.239,"74,305","51,253","51,253",334
30-Nov-11,Well_#12,24,"1,871",157.492,0,42.66986,96.257,78.687,"75,352","51,965","51,965",336
01-Dec-11,Well_#12,24,"1,870",157.488,0,42.72805,96.151,78.523,"76,400","52,678","52,678",337
02-Dec-11,Well_#12,24,"1,868",157.487,0,42.75638,96.055,78.815,"77,452","53,391","53,391",339
03-Dec-11,Well_#12,24,"1,851",157.551,0,46.56636,91.222,78.674,"78,640","54,204","54,204",341
04-Dec-11,Well_#12,24,"1,858",157.579,0,45.42881,92.313,78.503,"79,750","54,956","54,956",343
05-Dec-11,Well_#12,24,"1,862",157.598,0,45.28615,92.797,77.78,"80,857","55,709","55,709",345
06-Dec-11,Well_#12,24,"1,867",157.625,0,45.26805,93.224,77.973,"81,966","56,463","56,463",346
07-Dec-11,Well_#12,24,"1,871",157.647,0,45.25301,93.712,78.407,"83,120","57,254","57,254",349
08-Dec-11,Well_#12,24,"1,868",157.641,0,45.77974,93.106,77.407,"84,283","58,051","58,051",350
09-Dec-11,Well_#12,24,"1,866",157.655,0,45.9505,92.653,77.642,"85,452","58,855","58,855",352
10-Dec-11,Well_#12,24,"1,875",157.664,0,45.00283,94.192,77.134,"86,610","59,650","59,650",353
11-Dec-11,Well_#12,25,"1,888",157.665,0,43.48696,96.769,78.139,"87,762","60,439","60,439",354
12-Dec-11,Well_#12,24,"1,889",157.653,0,43.70719,97.268,78.521,"88,870","61,212","61,212",355
13-Dec-11,Well_#12,24,"1,845",157.718,0,52.52527,86.132,78.953,"90,151","62,092","62,092",357
14-Dec-11,Well_#12,23.33,"1,865",157.736,0,50.58209,88.917,78.25,"91,349","62,918","62,918",359
15-Dec-11,Well_#12,24,"1,829",157.754,0,57.13906,81.914,80.26,"92,714","63,852","63,852",360
16-Dec-11,Well_#12,24,"1,822",157.762,0,57.32534,81.279,80.19,"94,080","64,784","64,784",363
17-Dec-11,Well_#12,22.83,"1,862",157.737,0,50.59004,88.607,78.519,"95,241","65,570","65,570",366
18-Dec-11,Well_#12,23,"1,931",157.498,0,38.05672,100.694,73.574,"96,174","66,207","66,207",367
19-Dec-11,Well_#12,24,"1,950",157.67,0,36.82971,108.843,78.875,"97,043","66,815","66,815",368
20-Dec-11,Well_#12,24,"1,952",157.652,0,36.76054,108.957,76.775,"97,908","67,414","67,414",369
21-Dec-11,Well_#12,24,"1,950",157.625,0,36.80416,109.029,78.113,"98,773","68,001","68,001",370
22-Dec-11,Well_#12,24,"1,955",157.633,0,36.48416,109.674,75.013,"99,624","68,587","68,587",371
23-Dec-11,Well_#12,24,"1,974",157.614,0,34.81935,113.221,73.321,"100,451","69,150","69,150",372
24-Dec-11,Well_#12,24,"1,975",157.613,0,35.06571,113.279,75.004,"101,290","69,722","69,722",373
25-Dec-11,Well_#12,24,"1,969",157.632,0,35.9363,112,76.077,"102,166","70,319","70,319",375
26-Dec-11,Well_#12,24,"1,974",157.639,0,35.70507,112.703,76.471,"103,032","70,909","70,909",376
27-Dec-11,Well_#12,24,"1,974",157.644,0,35.80876,112.361,74.608,"103,905","71,505","71,505",377
28-Dec-11,Well_#12,24,"1,976",157.65,0,35.78876,112.79,77.588,"104,776","72,100","72,100",378
29-Dec-11,Well_#12,24,"1,979",157.656,0,35.82229,113.121,77.746,"105,650","72,698","72,698",378
30-Dec-11,Well_#12,24,"1,981",157.664,0,35.73042,113.32,76.694,"106,525","73,295","73,295",379
31-Dec-11,Well_#12,24,"1,983",157.669,0,35.75654,113.56,76.987,"107,402","73,894","73,894",379
01-Jan-12,Well_#12,24,"1,985",157.671,0,35.76775,113.88,77.666,"108,278","74,492","74,492",380
02-Jan-12,Well_#12,24,"1,985",157.673,0,35.79978,113.51,74.953,"109,159","75,095","75,095",380
03-Jan-12,Well_#12,24,"1,980",157.629,0,35.68799,113.596,76.854,"110,030","75,692","75,692",381
04-Jan-12,Well_#12,24,"1,974",157.605,0,35.62614,112.897,77.664,"110,895","76,284","76,284",381
05-Jan-12,Well_#12,24,"1,976",157.639,0,35.80816,112.799,77.201,"111,768","76,881","76,881",382
06-Jan-12,Well_#12,24,"1,977",157.655,0,36.42399,112.776,76.659,"112,624","77,466","77,466",417
07-Jan-12,Well_#12,24,"1,982",157.684,0,36.29966,112.855,76.616,"113,519","78,082","78,082",441
08-Jan-12,Well_#12,24,"1,995",157.668,0,34.85,114.978,73.127,"114,328","78,634","78,634",444
